CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
4398203,0,2.0,Mobile Phone,North Daniel,22.0,CC,Male,2.0,3,Others,2,Divorced,2,0,13.0,3.0,,1.0,199
15532408,0,18.0,Phone,North Alyssa,9.0,E wallet,Female,,4,Laptop & Accessory,3,Divorced,4,0,14.0,1.0,2.0,10.0,156
11687455,0,13.0,Mobile Phone,Port Michael,9.0,Debit Card,Female,3.0,4,Mobile,5,Single,5,1,15.0,1.0,7.0,2.0,173
16537666,0,10.0,Mobile Phone,Brianbury,34.0,UPI,Female,3.0,3,Laptop & Accessory,5,Divorced,5,1,,0.0,9.0,1.0,128
13704607,0,2.0,Mobile Phone,Osborneland,9.0,UPI,Male,,3,Mobile,2,Single,3,0,18.0,0.0,2.0,2.0,117
15232847,1,0.0,Mobile Phone,Ruizview,35.0,Credit Card,Male,2.0,3,Grocery,5,Married,3,1,18.0,3.0,15.0,14.0,238
9951664,1,5.0,Mobile Phone,Patrickberg,12.0,Debit Card,Male,2.0,4,Mobile,5,Divorced,3,1,17.0,0.0,2.0,11.0,190
680632,0,2.0,Computer,Patrickview,12.0,CC,Male,2.0,4,Laptop & Accessory,4,Single,2,0,13.0,,2.0,2.0,125
8659475,0,0.0,Phone,North Jasmine,,COD,Male,2.0,4,Laptop & Accessory,3,Single,2,0,15.0,4.0,11.0,8.0,103
4517152,0,0.0,Mobile Phone,North Rachel,8.0,COD,Female,2.0,3,Fashion,2,Single,2,1,23.0,0.0,11.0,1.0,137
10318408,0,7.0,Phone,Yufurt,8.0,Debit Card,Male,1.0,3,Mobile,3,Single,2,1,19.0,13.0,15.0,9.0,148
5650346,0,0.0,Computer,East Robertfurt,,Credit Card,Female,3.0,4,Laptop & Accessory,4,Divorced,3,1,13.0,4.0,14.0,7.0,171
10913642,1,1.0,Mobile Phone,Elliottside,17.0,Debit Card,Female,2.0,3,Fashion,2,Divorced,4,0,14.0,1.0,6.0,5.0,289
12728192,0,0.0,Phone,Brandonbury,7.0,Credit Card,Female,3.0,3,Mobile,2,Divorced,5,1,16.0,9.0,4.0,1.0,230
11541960,0,19.0,Mobile Phone,South Markland,6.0,E wallet,Female,2.0,4,Grocery,5,Married,10,1,17.0,0.0,14.0,7.0,197
6249883,0,0.0,Computer,Osborneton,6.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Divorced,2,0,23.0,4.0,4.0,5.0,152
10226055,0,9.0,Computer,New Spencerfurt,8.0,Debit Card,Male,,3,Grocery,2,Married,3,1,22.0,13.0,14.0,7.0,107
3865983,0,0.0,Mobile Phone,Hubbardhaven,11.0,E wallet,Female,3.0,3,Laptop & Accessory,4,Divorced,2,0,14.0,0.0,3.0,,159
15993746,0,3.0,Computer,Lake Lauraville,14.0,Debit Card,Male,3.0,4,Mobile Phone,2,Divorced,4,0,23.0,0.0,9.0,1.0,145
4960165,1,0.0,Mobile Phone,Alexanderberg,11.0,COD,Male,2.0,2,Grocery,2,Divorced,2,0,13.0,2.0,11.0,14.0,263
14359411,0,0.0,Computer,Camachoville,6.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,2,1,19.0,2.0,3.0,2.0,105
16729336,0,4.0,Computer,Emilyfort,7.0,Debit Card,Female,,4,Mobile,2,Married,2,1,13.0,5.0,11.0,3.0,115
15865252,0,0.0,Mobile Phone,New Laurie,15.0,CC,Male,3.0,4,Fashion,5,Single,2,0,13.0,12.0,4.0,1.0,175
16228033,0,14.0,Mobile Phone,New Amy,10.0,COD,Female,2.0,4,Mobile,3,Single,6,0,24.0,2.0,7.0,6.0,205
123436,0,,Phone,South Michael,10.0,Credit Card,Male,3.0,5,Laptop & Accessory,3,Divorced,2,0,15.0,0.0,2.0,4.0,121
12389782,0,0.0,Phone,Lake David,12.0,E wallet,Male,3.0,3,Mobile,2,Divorced,3,0,17.0,9.0,3.0,4.0,172
10150799,0,0.0,Phone,South Traciechester,34.0,Debit Card,Male,3.0,2,Fashion,2,Single,2,0,14.0,5.0,9.0,6.0,126
5967908,0,,Phone,Port Elizabeth,9.0,E wallet,Male,3.0,3,Fashion,4,Single,3,0,13.0,4.0,2.0,3.0,195
15501893,0,0.0,Computer,Lake William,6.0,Credit Card,Female,2.0,4,Mobile,4,Married,2,1,16.0,0.0,2.0,,201
5378507,0,,Mobile Phone,East Kathrynmouth,12.0,Credit Card,Male,2.0,5,Laptop & Accessory,4,Divorced,3,1,13.0,2.0,12.0,8.0,127
7827012,0,0.0,Mobile Phone,Riosmouth,8.0,Credit Card,Female,3.0,3,Laptop & Accessory,4,Single,2,0,18.0,0.0,15.0,3.0,177
3245602,1,0.0,Mobile Phone,New David,7.0,Credit Card,Female,3.0,3,Laptop & Accessory,2,Married,5,1,24.0,0.0,2.0,1.0,173
9178531,0,15.0,Mobile Phone,Benjaminville,10.0,CC,Male,3.0,4,Fashion,2,Divorced,3,0,17.0,3.0,10.0,7.0,216
1860784,0,,Computer,Castillostad,6.0,Debit Card,Male,,4,Laptop & Accessory,2,Single,2,0,12.0,1.0,2.0,3.0,167
11936295,0,0.0,Mobile Phone,Johntown,35.0,Debit Card,Male,,3,Laptop & Accessory,3,Divorced,2,1,19.0,0.0,2.0,1.0,142
5932442,0,0.0,Mobile Phone,Williamsside,7.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Divorced,3,0,20.0,7.0,15.0,3.0,144
7234501,0,,Phone,Hardinhaven,10.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Divorced,6,0,13.0,8.0,15.0,5.0,199
9399728,1,1.0,Phone,East Danielle,12.0,Debit Card,Male,3.0,4,Grocery,4,Single,2,1,14.0,0.0,14.0,2.0,165
994542,0,0.0,Phone,Ruizville,7.0,COD,Female,2.0,4,Laptop & Accessory,5,Divorced,2,1,14.0,0.0,4.0,1.0,190
12796547,0,7.0,Mobile Phone,Loveborough,26.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,0,13.0,13.0,14.0,8.0,223
1897822,0,0.0,Mobile Phone,Lake Christina,27.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,1,12.0,4.0,12.0,8.0,113
7465375,0,0.0,Mobile Phone,Port Mary,21.0,Debit Card,Female,3.0,1,Mobile,2,Divorced,2,1,21.0,0.0,2.0,4.0,147
4352442,0,1.0,Phone,Ashleystad,,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,2,1,14.0,0.0,2.0,2.0,58
15610354,0,2.0,Phone,New Katherine,16.0,E wallet,Female,2.0,3,Grocery,4,Married,4,1,12.0,4.0,15.0,8.0,258
11284806,0,0.0,Phone,Lake Matthewfort,19.0,UPI,Male,,2,Mobile,2,Married,2,1,12.0,0.0,2.0,1.0,140
7008476,0,0.0,Computer,New Lori,17.0,Credit Card,Male,3.0,3,Fashion,5,Single,2,0,14.0,11.0,15.0,1.0,202
8421001,1,0.0,Phone,Matthewfurt,29.0,CC,Male,,3,Mobile,5,Divorced,2,0,13.0,,10.0,6.0,109
14170480,0,0.0,Phone,North Courtneyshire,7.0,E wallet,Male,3.0,3,Laptop & Accessory,3,Divorced,3,0,21.0,11.0,9.0,2.0,139
8232474,1,5.0,Phone,Lake Adamtown,12.0,Debit Card,Female,3.0,3,Laptop & Accessory,2,Married,4,0,19.0,3.0,9.0,3.0,130
6381632,0,9.0,Mobile Phone,Aaronport,6.0,Debit Card,Female,,1,Fashion,4,Divorced,5,0,19.0,0.0,2.0,2.0,146
1998204,1,,Mobile Phone,North Stephanie,22.0,UPI,Male,2.0,3,Mobile Phone,3,Single,2,0,19.0,0.0,15.0,12.0,234
12853459,0,4.0,Computer,North Timothyborough,26.0,Debit Card,Female,3.0,4,Mobile,2,Divorced,3,1,20.0,2.0,2.0,2.0,140
2657516,0,3.0,Computer,South Aliceburgh,27.0,Credit Card,Female,2.0,4,Fashion,2,Divorced,2,0,14.0,1.0,14.0,5.0,168
14794111,0,0.0,Mobile Phone,Cookfurt,6.0,Debit Card,Male,3.0,4,Mobile,4,Single,2,1,15.0,,14.0,2.0,165
5634227,0,8.0,Mobile Phone,Seanstad,29.0,Credit Card,Male,2.0,3,Others,5,Married,2,0,14.0,0.0,13.0,3.0,206
8408523,0,0.0,Mobile Phone,Smithstad,8.0,Debit Card,Male,2.0,3,Mobile,5,Divorced,2,1,13.0,0.0,2.0,6.0,136
7976561,0,0.0,Mobile Phone,Joymouth,6.0,CC,Male,2.0,2,Mobile,2,Single,2,0,12.0,3.0,,3.0,184
8344786,0,10.0,Mobile Phone,Lake Patriciaburgh,11.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Divorced,3,0,17.0,0.0,2.0,5.0,160
2184427,0,2.0,Mobile Phone,North Jerryton,6.0,E wallet,Male,2.0,3,Fashion,3,Divorced,3,1,20.0,0.0,2.0,1.0,154
13933775,1,10.0,Phone,East Jessica,6.0,COD,Male,3.0,4,Laptop & Accessory,3,Single,2,0,13.0,5.0,2.0,4.0,165
2397023,0,0.0,Mobile Phone,South Shanechester,14.0,E wallet,Female,2.0,4,Fashion,3,Divorced,12,0,25.0,0.0,3.0,4.0,250
9151317,0,4.0,Mobile Phone,South Maryfort,9.0,COD,Female,2.0,3,Laptop & Accessory,3,Single,3,0,13.0,7.0,11.0,3.0,175
4322595,0,,Phone,Micheleberg,26.0,Debit Card,Female,2.0,3,Others,5,Married,4,1,17.0,0.0,2.0,2.0,165
1197571,0,17.0,Mobile Phone,Angelaport,18.0,E wallet,Male,3.0,5,Mobile Phone,2,Single,3,0,18.0,0.0,13.0,6.0,222
11976671,0,,Phone,Birdtown,,UPI,Male,2.0,4,Laptop & Accessory,2,Single,3,0,12.0,0.0,2.0,5.0,126
14005570,0,,Computer,Port Jeffreyborough,7.0,CC,Male,2.0,5,Mobile Phone,3,Divorced,3,0,24.0,0.0,,1.0,138
3645539,0,4.0,Mobile Phone,West Jason,14.0,E wallet,Male,3.0,3,Mobile,5,Married,13,0,,1.0,2.0,3.0,242
1094963,0,7.0,Phone,New Margaret,7.0,Debit Card,Male,2.0,3,Mobile,5,Single,6,1,18.0,0.0,3.0,4.0,142
12262438,0,9.0,Mobile Phone,Odomside,15.0,Cash on Delivery,Female,3.0,4,Mobile,2,Single,4,1,13.0,0.0,2.0,2.0,120
14634236,0,0.0,Mobile Phone,Cherylshire,10.0,Debit Card,Male,3.0,2,Laptop & Accessory,2,Divorced,2,0,15.0,0.0,2.0,5.0,137
13569963,0,0.0,Computer,South Mandy,,Credit Card,Female,2.0,3,Mobile Phone,3,Divorced,2,0,12.0,2.0,14.0,4.0,204
13594171,0,0.0,Phone,Lake Jeffrey,35.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,2,0,18.0,4.0,2.0,1.0,182
2673392,0,1.0,Phone,New Albert,9.0,Credit Card,Female,3.0,2,Laptop & Accessory,5,Single,2,0,15.0,5.0,7.0,4.0,176
6529747,0,7.0,Mobile Phone,Shannonstad,28.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,2,0,13.0,0.0,2.0,2.0,139
7283236,0,4.0,Mobile Phone,Nunezborough,27.0,Debit Card,Male,,4,Laptop & Accessory,2,Married,4,0,15.0,8.0,15.0,10.0,200
802974,1,0.0,Computer,Robertsburgh,24.0,E wallet,Female,2.0,4,Laptop & Accessory,5,Single,2,0,14.0,0.0,3.0,,155
4755020,0,0.0,Phone,Kelseyfurt,,Debit Card,Male,2.0,3,Grocery,4,Divorced,5,0,15.0,,2.0,9.0,169
12727440,0,9.0,Phone,South Stephanie,22.0,E wallet,Female,3.0,1,Others,3,Single,14,0,16.0,4.0,4.0,10.0,249
3722011,0,4.0,Phone,New Rebecca,25.0,CC,Male,3.0,3,Laptop & Accessory,2,Divorced,5,0,18.0,3.0,2.0,1.0,126
9758917,0,,Mobile Phone,Sherryside,8.0,E wallet,Female,3.0,3,Mobile,4,Married,2,0,14.0,1.0,15.0,6.0,168
930151,0,6.0,Mobile Phone,Lake Brian,20.0,Debit Card,Female,3.0,3,Grocery,5,Married,6,1,23.0,0.0,8.0,1.0,217
9543475,0,1.0,Mobile Phone,Hayesshire,19.0,Credit Card,Female,3.0,3,Others,3,Married,4,0,15.0,0.0,2.0,1.0,178
2019090,0,0.0,Computer,South Reneeville,9.0,Debit Card,Male,,3,Mobile,3,Single,6,1,17.0,2.0,14.0,7.0,123
5727256,0,1.0,Mobile Phone,Holmesland,27.0,Debit Card,Male,2.0,4,Mobile,2,Single,2,0,21.0,0.0,15.0,2.0,117
5596607,1,0.0,Computer,Johnsonville,19.0,Debit Card,Female,3.0,3,Mobile,2,Divorced,3,0,14.0,1.0,6.0,3.0,136
1899332,0,7.0,Computer,Ruizport,32.0,Credit Card,Female,3.0,3,Fashion,2,Divorced,2,0,20.0,13.0,15.0,14.0,248
2455127,0,1.0,Computer,Lisaberg,15.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,1,12.0,1.0,2.0,13.0,137
15882131,0,10.0,Computer,Lake Edward,14.0,Credit Card,Male,2.0,4,Mobile,3,Divorced,2,0,14.0,6.0,14.0,3.0,162
7300448,0,4.0,Computer,Evanborough,9.0,Credit Card,Female,2.0,3,Laptop & Accessory,5,Married,2,1,12.0,0.0,2.0,5.0,186
2338219,1,0.0,Phone,New Amber,,COD,Female,,4,Mobile,3,Married,3,1,19.0,0.0,2.0,1.0,137
16433696,0,,Mobile Phone,Smithshire,10.0,Credit Card,Female,3.0,5,Laptop & Accessory,4,Divorced,2,0,20.0,0.0,2.0,11.0,154
241147,0,,Phone,Port Tiffany,15.0,Credit Card,Male,3.0,3,Mobile,3,Single,2,1,12.0,8.0,13.0,2.0,181
10431052,0,0.0,Phone,Port Robertmouth,24.0,E wallet,Male,3.0,1,Mobile,3,Single,5,0,25.0,2.0,2.0,2.0,171
9914452,0,3.0,Computer,Linmouth,7.0,COD,Female,3.0,3,Laptop & Accessory,4,Divorced,3,0,13.0,3.0,2.0,10.0,178
13448787,0,,Mobile Phone,New Alexandriaberg,8.0,E wallet,Male,3.0,4,Laptop & Accessory,5,Single,5,0,18.0,2.0,2.0,1.0,219
15317078,0,0.0,Mobile Phone,Lindsayton,11.0,Debit Card,Male,3.0,4,Mobile,3,Divorced,3,1,24.0,0.0,,1.0,166
10109977,0,30.0,Mobile Phone,Santosfort,7.0,Credit Card,Female,2.0,4,Laptop & Accessory,2,Divorced,5,0,19.0,0.0,4.0,8.0,196
5351520,1,,Computer,Lake Danielstad,26.0,Credit Card,Male,2.0,4,Laptop & Accessory,2,Married,2,0,12.0,4.0,10.0,13.0,99
10636466,0,27.0,Mobile Phone,Jonhaven,35.0,Credit Card,Female,2.0,3,Fashion,4,Married,2,0,12.0,0.0,15.0,14.0,209
11817481,0,7.0,Mobile Phone,New Kelsey,11.0,CC,Female,2.0,5,Mobile Phone,2,Divorced,2,0,22.0,0.0,2.0,6.0,139
14492613,0,0.0,Mobile Phone,West Valerieside,24.0,COD,Female,3.0,3,Laptop & Accessory,3,Single,5,1,15.0,0.0,2.0,5.0,186
3688080,0,24.0,Phone,West Hunter,19.0,Credit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,4,0,16.0,0.0,4.0,4.0,152
5649196,1,0.0,Phone,Wigginsfurt,25.0,CC,Male,3.0,3,Mobile,3,Single,2,0,,0.0,3.0,2.0,180
15073597,0,7.0,Phone,Lisatown,9.0,Credit Card,Male,3.0,3,Fashion,3,Divorced,3,0,16.0,1.0,3.0,2.0,144
3778810,0,22.0,Mobile Phone,New Kristina,21.0,E wallet,Female,2.0,3,Laptop & Accessory,4,Married,2,0,14.0,0.0,6.0,7.0,127
13595842,0,2.0,Mobile Phone,Nelsonmouth,16.0,Debit Card,Female,3.0,3,Mobile Phone,3,Divorced,3,0,17.0,0.0,2.0,3.0,148
13991285,1,3.0,Phone,Sotoberg,18.0,E wallet,Female,2.0,3,Laptop & Accessory,2,Single,2,0,15.0,0.0,2.0,1.0,128
15960870,0,0.0,Mobile Phone,Port Christinemouth,,Credit Card,Male,,3,Laptop & Accessory,5,Divorced,2,0,19.0,,15.0,3.0,182
16166048,0,0.0,Mobile Phone,Port Justin,8.0,CC,Female,2.0,3,Laptop & Accessory,3,Single,4,1,16.0,0.0,7.0,5.0,143
9808051,0,0.0,Computer,Seanburgh,35.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,3,0,19.0,0.0,14.0,1.0,129
7796825,0,0.0,Mobile Phone,Tatechester,9.0,Credit Card,Male,2.0,4,Mobile,4,Divorced,2,0,14.0,7.0,15.0,4.0,222
16424590,0,10.0,Phone,North Michael,17.0,CC,Female,2.0,4,Others,3,Single,5,1,12.0,13.0,14.0,3.0,208
13774959,0,2.0,Computer,Allisontown,21.0,UPI,Male,2.0,4,Fashion,5,Single,2,0,13.0,1.0,3.0,3.0,92
11497356,0,19.0,Mobile Phone,South Richard,18.0,Credit Card,Female,2.0,3,Others,2,Divorced,4,1,14.0,3.0,10.0,7.0,244
8914970,0,11.0,Phone,Williamsfurt,22.0,CC,Female,3.0,3,Laptop & Accessory,4,Single,4,0,13.0,3.0,10.0,6.0,175
1395470,1,0.0,Computer,Kingport,,E wallet,Male,3.0,3,Mobile,5,Single,3,1,12.0,2.0,4.0,4.0,175
868461,0,9.0,Mobile Phone,Coreyburgh,13.0,Debit Card,Female,,3,Fashion,2,Divorced,3,0,17.0,2.0,3.0,1.0,181
11967853,0,,Phone,Emmahaven,,Debit Card,Female,3.0,3,Grocery,3,Divorced,2,0,15.0,0.0,4.0,16.0,283
11772047,0,1.0,Mobile Phone,Scottborough,11.0,Debit Card,Male,3.0,3,Mobile Phone,5,Married,2,0,14.0,3.0,9.0,3.0,173
15383399,0,1.0,Mobile Phone,West Victorfort,29.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,5,0,19.0,1.0,2.0,1.0,155
11617824,1,1.0,Mobile Phone,Fisherville,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,11,0,15.0,4.0,2.0,1.0,173
1496918,0,0.0,Phone,Port Matthew,7.0,Credit Card,Male,2.0,4,Laptop & Accessory,5,Married,2,1,12.0,10.0,15.0,7.0,189
10238669,0,30.0,Mobile Phone,Wrighttown,17.0,Debit Card,Female,3.0,3,Others,3,Married,6,1,18.0,6.0,15.0,17.0,298
7034169,0,10.0,Mobile Phone,Bonniemouth,32.0,Debit Card,Female,2.0,3,Mobile,3,Divorced,3,1,22.0,5.0,15.0,4.0,235
1032447,0,,Mobile Phone,New Robert,13.0,CC,Male,3.0,4,Mobile Phone,5,Divorced,8,0,22.0,1.0,12.0,2.0,261
15049895,0,1.0,Computer,Salazarborough,7.0,E wallet,Female,2.0,4,Laptop & Accessory,3,Divorced,2,0,14.0,1.0,3.0,1.0,118
921467,0,2.0,Mobile Phone,Guerraville,18.0,Debit Card,Female,2.0,4,Fashion,5,Married,5,0,19.0,2.0,10.0,5.0,300
3538057,0,1.0,Computer,Freyview,,Credit Card,Male,2.0,3,Fashion,2,Single,2,0,19.0,0.0,8.0,1.0,173
16446565,0,0.0,Phone,Williamsland,9.0,Credit Card,Male,2.0,3,Others,5,Single,2,0,23.0,,5.0,3.0,202
2236172,0,14.0,Mobile Phone,Castanedahaven,6.0,E wallet,Male,2.0,3,Mobile,4,Single,3,1,13.0,3.0,2.0,9.0,255
